"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 12 19:21:53 GMT 2023","Wed Jul 12 19:21:54 GMT 2023","606","tests","test_login","TestLogin","","","test_login_with_empty_fields","
        Check log in with empty fields.
        "
"passed","Wed Jul 12 19:21:59 GMT 2023","Wed Jul 12 19:22:00 GMT 2023","584","tests","test_login","TestLogin","","","test_login_with_empty_password","
        Check log in with empty password.
        "
"passed","Wed Jul 12 19:22:03 GMT 2023","Wed Jul 12 19:22:06 GMT 2023","2205","tests","test_pim","TestAddEmployee","","","test_add_employee_with_correct_creds","
        Check add employee with valid credentials.
        "
"passed","Wed Jul 12 19:21:45 GMT 2023","Wed Jul 12 19:21:47 GMT 2023","2474","tests","test_login","TestLogin","","","test_login_successful","
        Check log in with valid credentials.
        "
"passed","Wed Jul 12 19:21:56 GMT 2023","Wed Jul 12 19:21:57 GMT 2023","589","tests","test_login","TestLogin","","","test_login_with_empty_username","
        Check log in with empty username.
        "
"passed","Wed Jul 12 19:21:49 GMT 2023","Wed Jul 12 19:21:51 GMT 2023","1319","tests","test_login","TestLogin","","","test_login_with_incorrect_creds","
        Check log in with invalid credentials.
        "
"passed","Wed Jul 12 19:22:09 GMT 2023","Wed Jul 12 19:22:11 GMT 2023","1860","tests","test_pim","TestAddEmployee","","","test_add_employee_with_empty_fields","
        Check add employee with empty fields.
        "
